rate,customer_review,reply
FIVE,"Spectacular experience. Our server, Jacob, was the most attentive I've had in recent memory.","Thank you for your wonderful review! We are so pleased to hear that Jacob provided you with an exceptional experience. At Iron Age Halcyon, we strive to provide each of our guests with the best service and quality. We hope to see you again soon!"
FIVE,"no comment","Thank you for your feedback! We are glad to hear that you had a positive experience at Iron Age Halcyon in Alpharetta. We strive to provide the best possible service and hope to see you again soon. If there is anything else we can do to improve your experience, please let us know."
FIVE,"Amazing! Will come back for sure","We are so glad you enjoyed your experience at Iron Age Halcyon in Alpharetta! We strive to provide the best service and hope you will come back soon. Thank you for your 5 star rating and for recommending us to your friends and family!"
FIVE,"Delicious meal... great service!!! Enjoyed a lovely dinner celebrating my daughter's birthday. Jacob provided excellent service and explained the various meat and side options; made us feel comfortable and was efficient. Just ask for Jacob... he's the best!","Thank you for your wonderful review of Iron Age Halcyon in Alpharetta! We are so pleased that you and your daughter enjoyed your dinner and Jacob's excellent service. We strive to provide the best dining experience in Alpharetta, and we are delighted to hear that Jacob made you feel comfortable and was efficient. We look forward to seeing you both again soon!"
FIVE,"Jacob was great, the food was excellent! Tables are a bit tight though","Thank you for your review, Jacob! We're so glad you enjoyed the food. We apologize for the tight tables, but we hope you still had a great time at Iron Age Halcyon in Alpharetta. We look forward to seeing you again soon!"
ONE,"no comment","Thank you for your valuable feedback! We strive to provide the best experience for our customers, and we are glad to hear that you had a great time at Iron Age Halcyon in Alpharetta. We hope to see you again soon! #IronAgeHalcyon #Alpharetta #5StarRating"
FIVE,"SOOOOO MUCH VARIETYYYYY AND SOOOO MANY SPICESSSSSS. THE FOOD WAS GREAT. Definitely, try the sweet potato rice cakes. Service was great, they attended to us above and beyond.","Thank you so much for your kind words! We are thrilled to hear that you enjoyed the variety of spices and the sweet potato rice cakes. Our goal is to provide excellent service and we are glad that we were able to exceed your expectations. We hope to see you again soon!"
FIVE,"The food was really great!!! There was so many toppings and sauces to choose, And it was very kid friendly!!! My favorite was the rice cake noodle, it was so chewy!! I definitely will come back next time!!!","Thank you for your wonderful 5-star review of Witch Topokki in Flushing! We are thrilled to hear that you enjoyed the wide selection of toppings and sauces, as well as our kid-friendly atmosphere. Our signature rice cake noodles are a favorite among customers - we’re glad you enjoyed them! We look forward to seeing you again soon!"
FIVE,"Food is good","Thank you for your 5-star rating! We are delighted to hear that you enjoyed your experience at Witch Topokki in Flushing. Our team strives to provide the best Korean cuisine and we are glad that you found our food to be good. We look forward to seeing you again soon!"
FIVE,"Really good food and friendly environment","Thank you so much for your 5-star rating of Witch Topokki in Flushing! We are so pleased to know that you enjoyed the food and the friendly atmosphere. Our team strives to provide the best experience for our customers, and we are glad to know that it was achieved. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to leave a rating for Witch Topokki in Flushing. We strive to provide the best Korean food experience for our customers and we appreciate your feedback. We hope to see you again soon!"
FIVE,"I rlly liked the place. There was a lot of options.","Thank you for your 5-star rating! We are so glad to hear that you enjoyed your experience at Witch Topokki in Flushing. We strive to provide our customers with a wide variety of options to choose from and are delighted that you found something that you liked. We appreciate your feedback and look forward to seeing you again soon!"
FIVE,"Very good, there’s unlimited food and the staff is very accommodating. They show you how everything works. The food also tastes really good!","We're thrilled to hear that you had a great experience with us! Our staff works hard to ensure that our customers are well taken care of, and we're glad to know that our unlimited food and friendly service made your visit enjoyable. We're also delighted that our food was to your liking. Thank you for your 5-star rating!"
FIVE,"The experience was nice. Good food and options.","Thank you for your 5-star review of Witch Topokki in Flushing! We strive to provide our customers with the best Korean food experience possible and are pleased to hear that you enjoyed it. We offer a wide variety of options and are glad that you found something you liked. We hope to see you again soon!"
FIVE,"Great service and food! They showed us how to do it since it was our first time.","Thank you for your kind words! We are delighted to hear that you enjoyed your experience with us at Witch Topokki in Flushing. Our team strives to provide the best customer service and delicious Korean food to our customers. We hope to see you again soon!"
FIVE,"great taste and nice environment. my fav restaurant at flushing!","Thank you for your amazing review! We are thrilled to hear that you love Witch Topokki's great taste and nice environment. We strive to provide the best Korean food experience in Flushing and are glad that you are enjoying it. We look forward to seeing you again soon!"
FIVE,"Great food and service. Will come next time","Thank you for your 5-star rating of Witch Topokki in Flushing! We're so glad you enjoyed our food and service. We look forward to seeing you again soon for more delicious Korean cuisine!"
FIVE,"The best sauces you can ever taste all ingredients were fresh the wait time was quick would highly recommend this place !","We are delighted to hear that you enjoyed your experience at Witch Topokki in Flushing and that you liked the fresh ingredients and quick wait time. We strive to provide the best possible sauces and an enjoyable atmosphere, so we are thrilled that you would highly recommend us. Thank you for your five-star review!"
FIVE,"no comment","Thank you for your feedback! We are delighted to hear that you enjoyed our Witch Topokki in Flushing. We strive to provide our customers with the best quality ingredients and service. Please come visit us again soon!"
FIVE,"no comment","Thank you for taking the time to leave us a 5-star review! We are thrilled to hear that you enjoyed Witch Topokki in Flushing. We strive to provide the best Korean food and service in the area. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for your review! We are so glad that you had a great experience with our Witch Topokki in Flushing. We will continue to strive for excellence and provide our customers with the best possible experience. Please come back and visit us again soon!"
FIVE,"Really great food and drinks!","We're so glad you enjoyed your experience at Witch Topokki! We strive to provide the best Korean food and drinks in Flushing, and we're delighted that you can taste the difference. We hope to see you again soon! #KoreanFood #Flushing #WitchTopokki"
FIVE,"The service was excellent! Our waitress was very attentive and we had some room to breathe at our table. Food was great. Recommend","We are so glad to hear that you enjoyed your experience at The Qui Korean BBQ & BAR in Chantilly! Our attentive waitstaff and great food make for a perfect evening out. We are thrilled to hear that you would recommend us and we can't wait to welcome you back soon."
FIVE,"no comment","Thank you for taking the time to share your experience at Seol Grille in Cary. We are glad to hear that you enjoyed your visit and appreciate your 5-star rating. We look forward to seeing you again soon!"
TWO,"Really not a great experience. Servers were in attentive and unhelpful, food was okay. Very much recommend looking elsewhere for Korean bbq.","Thank you for your review. We apologize that your experience at Seol Grille was not up to our usual standards of service. We strive to provide the best Korean BBQ experience in Cary and will work hard to ensure that all of our guests receive the attentive service and delicious food that they deserve. Thank you for your feedback."
FIVE,"Jmt and f.r.e.s.h","Thank you for your 5-star rating of Hainan 하이난 in Flushing! We strive to provide our customers with the freshest, most delicious Chinese cuisine in the area. We're glad you enjoyed your meal and hope to see you again soon!"
FIVE,"Jacob was the best!!! Very attentive:). Good luck on your next rugby match!!","Thank you for your kind words, Jacob! We are so pleased to hear that you had a great experience with us here at Iron Age Halcyon in Alpharetta. We wish you the best of luck on your next rugby match and hope to see you again soon!"
FIVE,"Jacob was amazing!  New rounds of protein were well recommended and promptly served.  Great expertise and food. Especially the chicken was superbly seasoned and delicious","We are thrilled to hear that you had a great experience with Jacob and enjoyed the delicious food, especially the chicken! We take great pride in our expertly seasoned dishes and strive to provide the best service and quality possible. Thank you for your 5-star rating, we look forward to your next visit!"
FIVE,"Jacob was amazing!! What a nice restaurant!! Wonderful service!!","We are thrilled to hear that you had a wonderful experience! Our team strives to provide excellent service and delicious food to make sure our customers have a memorable experience. Thank you for your 5-star rating and for taking the time to share your feedback!"
FIVE,"Jacob was great!! Great Service
Good luck in the rugby game!","Thank you for the 5-star rating and for the kind words about Jacob. We are proud to provide excellent service and we wish him luck in the rugby game! We strive to make Iron Age Halcyon in Alpharetta a great dining experience every time you visit."
FIVE,"We had a great experience, like always, at Iron Age Halcyon. The bartender made me a delicious peach soju cocktail that I will definitely be back for. Ben was our server and gave great customer service. He was attentive, and made sure we had everything we needed at all times. Perfect way to spend time with friends and enjoy delicious food.","Thank you for your 5-star review of Iron Age Halcyon in Alpharetta! We are delighted to hear that you had a great experience and enjoyed the peach soju cocktail. We are also thrilled that you found our server, Ben, to be attentive and provide great customer service. We look forward to seeing you again soon for another enjoyable time with friends and delicious food."
FIVE,"Ben was awesome , sweet young man","We are so glad to hear that Ben was able to provide you with an awesome experience! Here at Iron Age Halcyon, we strive to provide our customers with quality service and memorable experiences. Thank you for your 5-star rating and for your kind words about Ben!"
FIVE,"Jacob was an amazing server!","Thank you for your kind words about Jacob! We are so pleased to hear that you had a great experience with him. Here at Iron Age Halcyon, we strive to provide the best service and food in Alpharetta and are glad that Jacob was able to make your visit a memorable one. We hope to see you again soon!"
FIVE,"Great food! Very Clean with friendly staff! Good vibes.","Thank you for your kind words! We are so glad to hear that you enjoyed your experience at Witch Topokki in Flushing. Our staff is dedicated to providing excellent service and delicious Korean food. We look forward to seeing you again soon! #WitchTopokki #KoreanFood #Flushing"
FIVE,"no comment"," Thank you for taking the time to give Witch Topokki in Flushing a 5-star rating. We appreciate your positive feedback and are glad you enjoyed your experience. We look forward to seeing you again soon! #WitchTopokki #Flushing #5StarRating #PositiveFeedback"
FIVE,"Great assortment of side dishes :)","Thank you for your positive review of Witch Topokki in Flushing! We are delighted to hear that you enjoyed our side dishes. We strive to provide the highest quality of Korean cuisine and we are glad that you appreciate our efforts. We hope to see you again soon to enjoy more of our delicious dishes! #KoreanCuisine #Flushing #WitchTopokki"
ONE,"no comment","
Thank you for taking the time to provide your feedback. We apologize for not meeting your expectations. We would love to learn more about your experience and how we can improve. Please contact us directly at [insert contact details] so that we can make things right."
FIVE,"Always great service when we come. I love their peachy lychee cocktail. They seem to be always trying to add things to the menu which is appreciated. Spicy Bork bulgogi is my favorite as well as brisket. A big fan of all the side dishes too, like the spicy cucumbers and potato salad!","Thank you so much for your kind words and your support! We are thrilled to hear that you enjoy our peachy lychee cocktail, spicy Bork bulgogi, brisket, and side dishes like the spicy cucumbers and potato salad. We will continue to strive to add new and exciting dishes to our menu. Thank you for dining with us at Seol Grille in Cary!"
FIVE,"no comment","
Thank you for taking the time to rate Seol Grille in Cary with 5 stars. We are pleased to know that you had an enjoyable experience with us. Your positive feedback is greatly appreciated and we look forward to seeing you again soon. #SeolGrille #Cary #5StarRating #ThankYou"
FIVE,"We really enjoyed our meal here!! The food was delicious, the service was nice, they really do check on you a lot. Try the Milkis it is like a cream soda and it’s delicious.","Thank you so much for your positive review! We are so happy to hear that you enjoyed your meal and our service. We are thrilled that you liked our Milkis, it is one of our most popular drinks. We look forward to seeing you again soon at The Qui Korean BBQ & BAR in Chantilly!"
FIVE,"My wife and I love this place! Food is always amazing and they have a good variety of shopping. The owners are lovely as well!","Thank you so much for your kind words! We are so glad to hear that you and your wife enjoy shopping at K Town Market in Raleigh. Our goal is to provide an excellent variety of quality products and friendly customer service. We appreciate your support and look forward to seeing you again soon!"
FIVE,"no comment","
Thank you so much for taking the time to rate Witch Topokki in Flushing 5 stars! Your kind words are very much appreciated. We strive to provide the best Korean food experience in the area. We hope to see you again soon! #WitchTopokki #Flushing #KoreanFood #FiveStarRating"
FIVE,"very comforting environment, they guide you through everything if it’s your first time!","Thank you for your kind review of our restaurant! We are delighted to hear that you had a great experience and enjoyed our comforting environment. Our staff is always happy to help guide our customers through our menu, especially if it's their first time! We hope to see you again soon at Witch Topokki in Flushing! #WitchTopokki #Flushing #KoreanFood #ComfortFood"
FIVE,"This place is amazing. Very friendly and comforting. They have lots of options. 10/10 would recommend","Thank you for your kind words! We are delighted to hear that you had a great experience with us here at Witch Topokki in Flushing. Our friendly staff and delicious menu options make us the perfect place for a comforting meal. We hope to see you again soon!"
FIVE,"no comment","
Thank you for your 5-star rating for Witch Topokki in Flushing! We are delighted that you enjoyed your experience at our restaurant and appreciate your kind words. We look forward to seeing you again soon! #WitchTopokki #Flushing #5StarRating #DeliciousFood #ExcellentService"
FIVE,"no comment","
Thank you for taking the time to leave a 5-star rating for Witch Topokki in Flushing! We appreciate your feedback and are thrilled to hear that you had a positive experience. We look forward to seeing you again soon! #WitchTopokki #Flushing #5StarRating #PositiveExperience"
FIVE,"Absokutely lovely topokki spot, all you can eat for s great price. Highly recommend. I'm writing this while filling uo on a second bowl, yum!","Thank you so much for your positive review! We are very glad that you are enjoying our topokki and all-you-can-eat options! We hope to see you again soon for more delicious topokki in Flushing! #WitchTopokki #Flushing #AllYouCanEat #Topokki"
FIVE,"Place was absolute amazing all you can eat and the fried food section was really good","Thank you for your kind words about Witch Topokki in Flushing! We are delighted to hear that you enjoyed our all you can eat menu and fried food section. We strive to provide the best Korean cuisine experience in Flushing and we are glad that you had a great time. We hope to see you again soon! #KoreanCuisine #Flushing #AllYouCanEat #FriedFood"
FIVE,"Such a cute spot! So excited to come back!","Thank you for the positive review! We are delighted to hear that you enjoyed your visit to Witch Topokki in Flushing. We hope to welcome you back soon for more delicious Korean street food and drinks. Our topokki, tteokbokki, and other Korean snacks are sure to please. Come back soon for more of the best Korean street food in Flushing!"
FIVE,"Delicious authentic Korean food with big portions","Thank you so much for your kind words! We are so glad that you enjoyed our authentic Korean food. Our goal is to provide generous portions at K Town Market in Raleigh, so we are thrilled to hear that you were satisfied. We hope you come back soon to experience more of our delicious cuisine! #KoreanFood #Raleigh #KTownMarket"
FIVE,"Have been a customers for many years and this bagel store never disappoints. While other businesses come and go in town, Kinnelon Bagel is here to stay - and for a good reason! Tried other bagel stores in town, but no one can match the quality of their bagels. Fluffy hand rolled bagels with no aftertaste. Service is super friendly and fast, store is very neat and clean! Menu items are reasonably priced and they carry a big selection of grab and go items. A+++","
Thank you for your kind words and your loyalty to Kinnelon Bagels! We are proud to provide our customers with delicious, hand-rolled bagels with no aftertaste. We also strive to provide excellent service, a neat and clean store, and a wide selection of reasonably priced menu items. We are glad you have enjoyed your experience with us and we look forward to serving you in the future! #KinnelonBagels #HandRolledBagels #Del"
FIVE,"Nice atmosphere! Great food!","Thank you for your kind words! We are so glad that you enjoyed the atmosphere and the food at Witch Topokki in Flushing. We strive to provide the best Korean food experience for our customers. We hope to see you again soon! #KoreanFood #Flushing #Topokki"
FIVE,"Great food :))","Thank you for your positive review! We are so glad that you enjoyed your experience at Witch Topokki in Flushing. Our goal is to provide the best Korean food and service to our customers. We hope to see you again soon for more delicious Korean topokki!"
FIVE,"Amazing place! So much food and tastes so good!","Thank you so much for your kind words! We are thrilled to hear that you enjoyed your experience at Witch Topokki in Flushing. Our goal is to provide the best Korean cuisine and we are glad that you enjoyed our delicious food. We look forward to seeing you again soon! #KoreanCuisine #Flushing #WitchTopokki"
FIVE,"You have great food and great s e vice 10/10","Thank you for your kind words! We are so glad that you enjoyed our delicious food and excellent service. We strive to provide the best customer experience possible and are delighted that you had such a positive experience. We hope to see you again soon at Witch Topokki in Flushing!"
FIVE,"Very affordable and great with friends","Thank you for your review! We are so glad you enjoyed your experience at Witch Topokki in Flushing. We strive to provide our customers with the most delicious, affordable Korean food that can be shared and enjoyed with friends. We hope to see you again soon! #KoreanFood #Affordable #Friends"
FIVE,"It was very good. The service and and hospitality are very good. The food was also amazing.","Thank you so much for your kind words! We're delighted to hear that you enjoyed your experience with us. Our team works hard to ensure that all of our guests are well taken care of and that our food is of the highest quality. We look forward to seeing you again soon at Witch Topokki in Flushing!"
FIVE,Amazing,"Thank you for your amazing review of Witch Topokki in Flushing! We strive to provide the best Korean street food experience for our customers and are delighted that you enjoyed it. We hope to see you again soon to enjoy more of our delicious Korean cuisine! #KoreanStreetFood #Flushing #WitchTopokki"
FIVE,"Great atmosphere and the staff are nice as well. Offers a great variety of fried assortments.","Thank you for your positive review! We are delighted to hear that you enjoyed our atmosphere and staff. We take pride in offering an array of delicious fried assortments - from tteokbokki to seafood - to satisfy all our customers. We hope to see you again soon at Witch Topokki in Flushing!"
FIVE,"no comment","
Thank you for taking the time to provide a 5-star rating for Witch Topokki in Flushing! We truly appreciate your support and are glad you enjoyed your experience. We look forward to serving you again soon! #WitchTopokki #Flushing #5StarRating #CustomerSatisfaction"
FIVE,"Great coffee, great location and the owner is very nice and helpful! If you haven't visited Kool Bean Coffee you're missing out!","Thank you so much for your kind words! We are delighted to hear that you had a great experience at Kool Bean Coffee in Newnan. We strive to provide the best coffee, location, and customer service and are thrilled that you enjoyed your visit. We hope to see you again soon! #KoolBeanCoffee #Newnan #CoffeeShop"
FIVE,"Great experience, Great Coffee, Great Sandwiches. Owner was very knowledgeable and made getting morning coffee a great experience!!","Thank you so much for your kind words! We are delighted to hear that you had a great experience with us and that you enjoyed our coffee, sandwiches, and the knowledge of our owner. At Kool Bean in Newnan, we strive to provide our customers with the best experience possible. Thank you for being a loyal customer!"
TWO,"There are stipulations to which meats could be selected first or last.  Seating proximity was close to other parties.  Our waitress was friendly,  but the host was not.  The side selections were limited compared to other Korean BBQ spots.  And some items weren't available.  Just not quality for the price....maybe it was a bad night.","
Thank you for taking the time to share your experience. We apologize for any inconvenience you experienced and we are sorry that you did not feel that the quality of our food and service met your expectations. We strive to provide the best quality food and service to all of our guests and we will use your feedback to help us improve. We hope you will give us another chance in the future."
ONE,"FORCED ME TO WRITE REVIEW FOR FREE DRINK. All these reviews are FAKE !!!","We apologize for the inconvenience you have experienced. We are sorry that you felt forced to write a review and we take your feedback seriously. We value all of our customers and strive to provide an enjoyable experience. Thank you for taking the time to share your feedback."
FIVE,"no comment","
Thank you so much for taking the time to give Witch Topokki in Flushing a 5-star rating! We appreciate your support and are so glad you enjoyed your experience. We look forward to seeing you again soon! #WitchTopokki #Flushing #5StarRating #CustomerAppreciation"
FIVE,"Loved how we were greeted as we walked in. The food is amazing. The customer service is 100 times better.","Thank you so much for your kind words! We are delighted to hear that you enjoyed your experience at Witch Topokki in Flushing. Our goal is to provide delicious food and an excellent customer service experience. We look forward to seeing you again soon!"
FIVE,"Loved the staff they were so helpful and walked us through everything!!!","Thank you for your kind words! We are delighted to hear that our staff was helpful and that you had a great experience with us. We strive to provide excellent service and delicious food to all of our customers. We hope to see you again soon at Witch Topokki in Flushing!"
FIVE,"no comment"," Thank you for your 5-star rating of Witch Topokki in Flushing! We appreciate your support and are delighted to know that you enjoyed your experience. We look forward to seeing you again soon! #WitchTopokki #Flushing #KoreanFood #5StarRating"
FIVE,"This place is actually pretty good! I only saw these in Korea and I’m so happy theres a chain here in NY. The staff are super friendly and give us a ran through really quickly and efficiently. The food is yummy too!","Thank you so much for your kind review of Witch Topokki! We are delighted to hear that you enjoyed your experience with us. We are proud to bring a taste of Korea to Flushing and strive to provide the best service and delicious food. We look forward to serving you again soon!"
ONE,"I came here with my mom because she wanted to try it. It wasnt good. If I am paying that much for cheap rice cakes I might as well go eat korean barbecue.","We apologize for your dissatisfaction with the quality of your experience at Witch Topokki. We strive to provide our customers with the best possible experience and are sorry we fell short of that goal. We invite you to give us another chance and try our delicious Korean barbecue dishes. Thank you for your feedback."
FIVE,"Food was so delicious! Lots of options and the staff was super friendly. There’s ready to eat bar and also ramen available which they will cook for you. There’s so many topping combinations to choose from. Definitely coming back again!","Thank you so much for your kind words! We are delighted to hear that you enjoyed our food and friendly staff. We strive to provide our customers with an array of delicious options, from our ready-to-eat bar to our freshly cooked ramen, and a variety of toppings to customize your meal. We look forward to seeing you again soon!"
FIVE,"no comment","
Thank you so much for taking the time to leave a 5-star rating for Kool Bean in Newnan. We truly appreciate your support and are thrilled to hear you enjoyed your experience. Your feedback is invaluable and we look forward to seeing you again soon. Thank you for being a loyal customer!"
TWO,"Good atmosphere, nice decorations. Price are on the high side, food does look like it's quality at first. I got maybe 3oz of beef with my bibimbap. For $20? It's gotta be better than that. We came at 9pm and they still sat us. However, they brought us our check before we even see our food. And no refills at all. Odd experience, will not be back.","
We apologize for your less than satisfactory experience with us. We strive to provide quality food and excellent customer service. We would love to have you back to give us another chance to show you our commitment to providing the best experience possible. Thank you for your feedback."
FIVE,"Friendly staff. If you can handle spicy take the mara broth and the flavor is really good. Their beef bone broth is really good too. They do bring a pretty large size portion when you order meat. Rest of the item that you get to add into the soup are all good quality items.","Thank you for your kind words! We are so glad to hear that you enjoyed the Mara Broth and our beef bone broth. We strive to provide generous portions of quality ingredients for our customers to enjoy. We look forward to seeing you again soon!"
FIVE,"Galbitang was great! Great service 👏","Thank you for your kind words about our Galbitang! We are delighted to hear that you enjoyed the great service at Han Il Kwan in Doraville. We strive to provide an excellent dining experience and are glad that you had a pleasant visit. We look forward to having you dine with us again soon!"
FIVE,"Jacob was a great server, very attentive and sweet! Definitely recommend coming during lunch hour","Thank you for your kind words! We are thrilled to hear that Jacob was able to provide you with an outstanding experience. We strive to make sure our guests have the best time possible when they visit us. We hope to see you again soon at Iron Age Halcyon in Alpharetta for lunch!"
FIVE,"First time at Iron Age and it was a great experience. Jacob our waiter was very friendly, explained the options and was very attentive. Drinks and food were great. We loved the bulgogi! Definitely will be back.","Thank you for taking the time to review Iron Age Halcyon in Alpharetta. We are so pleased to hear that Jacob was able to provide you with an excellent experience. We are also delighted that you enjoyed the bulgogi and drinks. We look forward to welcoming you back soon!"
FIVE,"Jacob did a promise job and helped us throughout the visit. So attentive! I'd rather him higher if I could. The food was delicious also.","Thank you for taking the time to share your positive experience at Iron Age Halcyon in Alpharetta! We're so glad that Jacob was able to provide attentive service and that you enjoyed the delicious food. We strive to ensure that our guests have the best possible experience when they visit us. Thank you for your kind words!"
FIVE,"I went here with friends on a Wednesday night. We had 6 people and the server, Francis, was very attentive to making sure we got what we needed, which can be hard for a group that large.
The options of meet were great I enjoyed the spicy bulgogi and Hawaiian bulgogi. We left feeling stuffed.
I appreciated being able to split the check even for so large a group. If I'm in the area again I would like to go back.","
Thank you for your kind words and for taking the time to share your experience at Meat Project in Centreville. We are thrilled to hear that Francis was attentive and that you enjoyed the options of meet. We are glad that you were able to split the check and that you would like to come back. We look forward to seeing you again soon!"
FIVE,"no comment","Thank you for taking the time to rate Witch Topokki in Flushing with 5 stars. We are glad to hear that you had a great experience with us and appreciate your support. We strive to provide the best quality of service and food, and it is great to hear that we achieved that goal. Thank you again for your kind words."
FIVE,"no comment","Thank you so much for your 5-star rating of Witch Topokki in Flushing! We are so grateful that you took the time to share your positive experience with us. Your kind words mean the world to us, and we hope you visit us again soon! #WitchTopokki #Flushing #5StarRating #ThankYou"
FIVE,"Ian was a great server! He was considerate and taught us how to do the entire topokki experience! Great server and was a wonderful experience :)","Thank you for the kind words about Ian! We are delighted to hear that he was able to provide you with an enjoyable experience and show you the best way to enjoy our topokki. We strive to ensure that all of our customers have a great time when they visit us and we are glad to hear that we succeeded in doing so. We look forward to seeing you again soon!"
FIVE,"Very fun and interactive experience. Ian was our server and he was very attentive with our table!","Thank you for your positive review! We are delighted to hear that you had a great experience at Witch Topokki in Flushing. Our team strives to provide excellent customer service and we are thrilled that Ian was able to meet your expectations. We look forward to seeing you again soon!"
FIVE,"I came with a group of friends for dinner. There was a 20-30 min wait for a group of 3. I would recommend reserving before going. The food was great and our server Ian was amazing! Loved the service and space.","Thank you for your kind words! We are so glad you enjoyed your experience at Witch Topokki. We appreciate your recommendation to reserve before visiting. We are proud of the quality of our food and the service provided by our staff. We look forward to seeing you again soon!"
FIVE,"The place is small and cozy, and the food really good for what they have at the self serves bars but something that I wasn’t expecting was the fired chicken here, it’s soooo good here for no reason.","Thank you for your kind words about Witch Topokki in Flushing! We are so glad you enjoyed our fired chicken. We strive to make sure all of our customers have an enjoyable experience in our cozy little spot. We hope to see you again soon! #WitchTopokki #Flushing #KoreanFood"
FIVE,"staffs are friendly and showed you how to make sauces and where to get stuff if it’s your first time.","Thank you so much for your positive review! We are delighted to hear that our staff was friendly and helpful during your visit. We strive to make sure our guests have the best experience possible and are glad that you had a great time. We look forward to seeing you again soon at Witch Topokki in Flushing!"
FIVE,"Great place!","Thank you for your positive review! We are so pleased to hear that you enjoyed your visit to Witch Topokki in Flushing. Our team works hard to ensure that our guests have a great experience, and we are glad that you had one. We hope to see you again soon! #WitchTopokki #Flushing #KoreanFood #KoreanCuisine"
FIVE,"Delicious!! Amazing flavors!!","Thank you so much for your kind words! We are so glad that you enjoyed our delicious topokki. Here at Witch Topokki in Flushing, we strive to provide customers with an amazing culinary experience and are thrilled that you had such a positive one. We hope to see you again soon!"
FIVE,"Love the fried chicken and the selection of ramen","Thank you for your positive review! We are so glad you enjoyed our fried chicken and ramen selection. We strive to provide our customers with the best quality and taste to ensure you have an enjoyable experience. We hope to see you again soon! #WitchTopokki #Flushing #Delicious"
FIVE,"Good food good company","Thank you for your positive review! We are so glad that you had a great experience at Witch Topokki in Flushing. We strive to provide our customers with delicious food and a warm atmosphere. We look forward to seeing you again soon!"
FIVE,"Delicious wow absolutely scrumptious 😋","Thank you for your review! We are so glad that you enjoyed our Witch Topokki. We strive to provide the best quality and taste for our customers. Please come back to visit us again soon! #flushing #witchtopokki #delicious #scrumptious"
FIVE,"Super yummy and filling!! Price is about $30 per person for ayce. Wait staff is amazing and attentive. There is also parking in the back! Definitely coming back again 🤍","Thank you so much for your positive review! We are so glad that you enjoyed our topokki and that you found our wait staff to be attentive. We are also happy to hear that you found our prices to be reasonable and that there is parking available. We look forward to seeing you again soon!"
FIVE,"- I absolutely enjoyed all of the food they have it’s very beautiful inside and calming All staff at absolutely respectful and sweet ☺️.","Thank you for the wonderful review! We are delighted to hear that you had a great experience with us. Our staff works hard to make sure our customers feel comfortable and taken care of. We are glad that you found our food and atmosphere enjoyable. We look forward to seeing you again soon!"
FIVE,"The food is definitely delicious and recommend it!!!☺️☺️","Thank you so much for your positive review of Witch Topokki in Flushing! We are so glad that you enjoyed your meal and we hope to see you again soon. At Witch Topokki, we strive to provide our customers with the most delicious and unique Korean cuisine. We look forward to serving you again soon!"
TWO,"Food was decent but confusing. Waitress was really helpful but we needed to be walked through the entire experience. The space was really cold.","Thank you for taking the time to review our restaurant. We apologize for the confusion you experienced and are glad that our waitress was able to help. We will take your feedback into account and investigate why the space was cold. We hope you will give us another chance in the future."
FIVE,"This new sushi place was awesome! The staff was sweet and always smiling. We were shocked with the amount of sides and the size of the "small plates" that came. It included tempura, snails, steamed egg, crabs, sweet and sour stir fry, and plenty more! Also plenty of fresh sashimi! We were so full and had to take a lot of it home. Not to mention they also had a rice dish they were going to bring out and fish soup that we had to take home as part of the combo! Give it a try everyone! Yummy!","Thank you so much for your kind words! We are delighted to hear that you enjoyed your experience at I Love Sashimi (회사랑) in Suwanee. We strive to provide our guests with a variety of fresh sashimi and delicious sides, and we are glad that you were able to take some of your meal home with you. We hope to see you again soon!"
FIVE,"Seol Grille is hands down the best Korean BBQ place I've ever been to! From the moment I walked in, I was greeted with warm hospitality and a welcoming atmosphere. The selection of meats and sides is extensive and absolutely delicious. I particularly loved the DIY grilling experience, which added a fun and interactive element to the meal. Overall, Seol Grille offers an exceptional dining experience that I would highly recommend to anyone looking for amazing Korean BBQ!","Thank you for your kind words! We are delighted to hear that you enjoyed your experience at Seol Grille. We strive to ensure that each guest has a unique and memorable experience, and it is wonderful to know that we have achieved that with you. We look forward to seeing you again soon!"
FIVE,"My husband and I ate here for Valentine’s Day. Granted, this was my husband’s first time trying Korean bbq and my 2nd, the experience was great. The vibes were good and the restaurant was extremely clean and family friendly. We ordered the peachy leechy and it was delicious! We loved the food and the service was prompt. We will definitely be back!","Thank you for your kind words about Seol Grille! We are so glad you and your husband enjoyed your visit and the Peachy Leechy. We strive to provide a clean and family-friendly atmosphere, and we're glad you experienced that. We look forward to your next visit!"
FIVE,"no comment","Thank you for rating Seol Grille in Cary 5-stars! Your feedback is invaluable to us and we appreciate your support. We strive to provide the best quality food and service and are thrilled to know you had a positive experience. Thanks again for your kind words!"
FIVE,"I'd like to thank T for the great experience and also the manager on duty Shamarr, they made the restaurant!! Every staff member was pretty friendly ♥ The food was great! Hope to see you guys again soon. 😁☺","Thank you for your kind words! We are so glad to hear that you enjoyed your experience at Seol Grille in Cary. Our team is dedicated to providing excellent service and delicious food. We look forward to seeing you again soon!"
FIVE,"Our server was amazing and the decor was lively. Loved the atmosphere, food, and experience as a whole. Will be coming back again.","Thank you for the amazing review! We are so pleased to hear that you enjoyed your experience with us at Meat Project in Centreville. We hope to welcome you back soon for another delicious meal and lively atmosphere! #meatproject #centreville #diningexperience"
